index,prediction
930,"['Weight: 6.04 Ounces', ""48MM/1.88'"", 'M8X1.25', 'M10X1.25', '46R', ""75MM/2.95'"", 'M10X1.5', 'M12X1.25']"
931,['HEAVY-WEIGHT']
932,"['Weight : 15g', 'Long : 6.5cm 2.6inch', 'HALLOWEEN', '2cm', '2.5cm 0.98inch']"
933,"['Details & Size', 'Spring-loaded', '58mm/(2.28"")', 'buckle', 'Can be opened', '11.8mm0.46', '13mm/(0.51"")', 'Material:Stainless steel  IP gold plating  Enamel', 'Weight:33g']"
934,"['Long beard doll red', 'Weight: 150g', 'Size: 4.0 inch wide', '2.7 inch thick', '11 inch high']"
935,"['agobl', 'FORMULATED IN USA', 'SAWPALMETTO', 'MACA ROOT', 'PROSTATE &URINARY*', 'SUPPORT', '150CAPSULES', '1500MG', 'DIETARY SUPPLEMENT']"
936,"[""1400MG'"", 'SAW', ""MEN'S HEALTH*"", 'BOOSTSDRIVE*', 'PALMETTO', '100MG', 'MACA', 'ROOT', 'SAW PALMETTO and MACA ROOT may be', 'more effective when taken in combination']"
937,"['1500 mg tper serving', 'agobi', '150 Capsules(75 Day Supply)', 'FORMULATED IN USA', 'SAWPALMETTO', '14:1 Extract', 'MACA ROOT', 'PROSTATE&URINARY*', 'Natural Ingredient', 'OTHER', '150 cAr', 'BRAND', 'DIETA', 'Third tested party.', 'GMO - Gluten Free', '300 mg/serving ', 'Vegan - GMP', '6O Capsules ( 20 day supply) ', 'Third tested party ', 'GMO - GMP ']"
938,"['agobi', 'TESTED', 'q060', 'FORMULATED IN USA', 'SAWPALMETTO', 'XIX', 'MACA ROOT', 'PROSTATE & URINARY*', 'SUPPORT', 'FRE', 'm', '150 cAPSULES', '1500MG', 'DIETARY SUPPLEMENT', 'DIETARY SUPPLEMENT - FORMULATEDIN USA']"
939,"['vitafusion', 'GUMMY VITAMINS', 'D', 'VITAMIN', '3', '75 mcg', 'EXTRA', 'STRENGTH', 'per serving', 'For Bone & Immune Support*', 'S', 'aNI', '120', 'VITAMIN', 'gummies', 'H Poteny Vitam in D3', 'NATURALE', 'NETARY SUPPLEMENT', 'STRAWBERRYFLAVOR']"
940,"['D3', 'vitamin', '3,000 IU of high-', 'potency Vitamin D3', 'per serving', 'vitafusion', 'GUMMY VITAMINS', 'VITAMIN', 'D', '3', 'EXTRA', '75 mcg', 'STRENGTH', 'per serving', 'For Bone& Immune Support*', 'MERICA', '#1', 'VITAMIN', '*These statements have not been evaluated by the Food and Drug Administration.', '120', 'This product is not intended to diagnose, treat, cure or prevent any disease.', 'ncy Vitamin n3']"
941,"['6cm', '10.5cm', 'Net Weight:124g']"
942,"['PRODUCTSPECIFICATIONS', 'PACKAGEDIMENSIOS:38""*8.7""*18.1""', 'PACKAGE WEIGHT:30.8 Ibs', '9.0', '14.1', '43.3""', '11.8', '8.1', '15.7', '8.1', 'Waterproof Handbag', ""29.5'"", '17.5']"
943,"['46', 'CM', '1.4cm', '6cm', 'Net Weight: 88g', '2.7cm']"
944,"['TYPE-D INTERFACE', 'Support full HD video real-time playback', 'DC', '00:05', 'Micro HDMI Interface', 'GoPro', 'PLUG.', 'PONE', 'Plug and Play', 'Convenient and Fast', '00:01', '1H0400S']"
945,"['81', 'ransmssio', 'PD10W']"
946,"['3', 'Q/SZ010-2018', '20', 'Gan Lee Sixth RoadGankeng CommunityJiua StreetShenzhenChina', 'CompnA1903-190414hnin nntionstrial Park.12', 'A1903-1904', '14', 'www.orico.com.cn', 'Hotn400-6696298', 'ORTechngiesCotd', '/Cablelength', 'nterface', 'Video Output', '/Output Power', '/Transmission Speed', '/Product Color', 'Cable Material', '/Product Name', '/SPECIFICATIONS', '/Made in China', 'e', 'mersService@outlook.com', 'R', 'EORICO', 'ORICO-TBW4-08-GY-BP', 'Website:www.orico.cc', '86-755-25196059', 'USB-CtoC', '8K@60Hz', '20V5A100WMax', '40Gbps', '/Gray', 'Aluminum Alloy+Nylon Braided', '+', '0.3M0.8M', 'TBW4', 'UKREP EVESION TRADING LMITED', 'BUISTENPAPIER', '8', 'C']"
947,"['FIRE', 'Blanket', 'EStandard:EN-1869:1997', '3ft (40inch)', 'MADEFROM1O0%GLASS FABRIC', 'kee ap  and', '12.5 inch', 'and pul downwards and outward', 'the blanket over the flame', 'o sealoff ain', 'Leave in position untilcool', 'REL', '1.0mX1.0m', '1.2mX1.8m', 'MADEINP.R.', '3ft (40inch)', '7 inch', 'Blanket', 'mm/inf', 'mm', '0.500', 'off', 'zero', '500', 'THICKNESS:O.5mm', 'WEIGHT:500g']"
948,"['CTYELECTRICBIKE', '250W48VM0T0R', 'GEAREDMOTOR', '25KM/HTOP SPEED', 'MAXIMUM', 'CRUISING RANGE', '80-90 KILOMETERS', 'CHARGING TAKES', '4-6HOURS']"
949,"['BUILT-IN POWERBANK', '4400mAh High-capacity', 'Keep your devices charged on the job', 'Charging Time:6 HOURS', 'LastingTime4.5~14HOURS', '5V1A', 'USB', 'INPUT USB-C', 'Car Charge', 'Power Adapter', 'Power Bank']"
950,"['food', 'ess', 'Crema', 'FREDDA', 'CAFFE', 'PROFESSIONAL', 'SEXZA', 'SEW', 'GLUTE', 'AA', 'Con LATTEe PANNA', '100%italiani', '1,kge']"
951,"['SPECIFICATIONS', 'Color', 'Gray,Black', 'Material', 'Plastic', 'Large Capacity', 'Hold About 500 Business Cards', 'Size', '9.36x4.68x2.92inch', 'Weight', '335g', 'XYZ', '/UVW', 'PQ', '75mm/', 'Hamosky', '2.92 inch', 'C', 'C', 'B', 'NAME CARD BOX', '240 mm/9.36inch', '120 mm/4.68inch']"
952,"['FLANNELFABRIC', 'COMFORTABLEANDSKINFRIENDLY', 'More warmth', 'Hollow cotton', '300g/ m Filling', 'CLOUD 300']"
953,"[' MAS', '8 VECES', 'RESSTENTE', 'HASTA', 'DREAMZ E', '1000 Kc', 'ACERO DE CALIDAD', 'SUPERIOR', '25MM', 'OTROS', '<150 KG', 'ACERO', '10MM']"
954,"['Dimensioni del posatoio superiore:', '53 cmx45 cmx9 cmLxPxA)', 'Dimensioni del trespolo inferiore:', '50cm', '53 cmx45 cm x9 cmLx P x A)', '4.5cm', '17.5cm', '157cm', '37cm', '60cm', '16.5cm', '22', '49cm', '39cm', '18cm', '49cm', '39cm', '60cm', '16cm', '59cm', '40cm', 'Capacita di carico:', '18cm', '15 kg /ripiano', '59cm']"
955,"['PATRIOTIC', 'DECOR', 'RLGHTS', 'X 1OO BRIGHT LED BULBS', '30V LOW VOLTAGE/6W', 'SUPER BRIGHT LED BULBS', 'THE WIRE COMPLY TO ETL', 'ENVIRONMENTAL MATERIAL']"
956,"['PATRIOTIC', 'DECOR', 'RLGHTS', 'X 1OO BRIGHT LED BULBS', '30V LOW VOLTAGE/6W', 'SUPER BRIGHT LED BULBS', 'THE WIRE COMPLY TO ETL', 'ENVIRONMENTAL MATERIAL']"
957,"['9.5 cm/3.74 Inch', '13cm/5.12 Inch', 'Blade Material:7Cr13Moy See', 'Handle Material: Alloy Plastic', 'BladeThickness:3 mm/0.12 Inch', 'Blade Surface: Metal Polishing', 'Net Weight: 90g', 'Quik Open:OTF Double Action']"
958,"['LAVA', 'TORINO,ITALI', 'LAVAZZA', 'LAVAZZ', 'CREMA', 'LAVAZ1', 'TORINO,ITALIA,1895', 'LAVAZ1', 'TORINO,ITALIA,1895', 'EAROMA', 'TORINO,ITALIA,18', 'TORINO,ITALIA,18', 'CREMA', 'CREMA', 'EAROMA', 'EAROMA', 'CREMA', 'CREMA', 'EAROMA', 'CREAMY AND', 'AROMATIC', 'LAVAZZA', '8', 'COFFEEBEANS', 'LAVAZZA', 'REAMYAND', 'TORINO,ITALIA,1895', 'Az', 'TORINO,ITALIA,1895', 'LAVAZZA', 'A', 'ITALIA,1', 'MA', 'TORINO,ITALIA,1895', 'CREMA', 'EAROMA', 'LAVAZ7', 'CREMA', 'LAVAZZI', 'FAROMA', 'TORINO,ITALIA,18', 'TORINO,ITALIA,1895', 'CREMA', 'EAROMA', 'LAVAZZA', 'CREMA', 'EAROMA', 'LAVAZZA', 'TORINO,ITALIA,1895', 'CREAMY AND', 'AROMATIC', 'JETZT', 'LAVAZ1', 'TORINO,ITALIA,1895', 'COFFEE BEA', 'CREMA', 'TORINO,ITALIA,18', 'EAROMA', 'CREMA', 'EAROMA', '14x', 'CREMA', 'EAROMA', 'YAND', 'AROMATIC', '8', 'COFFEE BEANS', 'ARROOATC', 'CREAMY AND', '1000g', 'Suitable for all coffee', 'MEDIUM ROAST', 'CREAMY AND', 'AROMATIC', '(14 kg)', '8', 'OFFEE BEANSO']"
959,"['LAVAZZA', 'LAVAZZA', ""ITALY'S FAVOURITE COFFEE"", 'TORINO.ITALIA,1895', 'QUALITA', 'ROSSA', 'CREMA', 'EAROMA', 'CREAMY AND', 'AROMATIC', '8', 'COFFEEBEANS', 'MEDIUMROAST', 'able for allcoffee', 'COFFEE BEANS', 'EESOLC', ""ITALY'S FAVOURITE COFFEE"", '7895', 'LAAVZZA', 'LAVAZZA', 'ESPRESSO', 'SUPER', ""ITALY'S FAVOURITE COFFEE"", 'CREMA', 'Aromatico/Aromatic', 'Aromatique', 'QUALITA', 'ORO', 'COFFEEBEANS', 'CAFE EN GRAINS', 'NETWT.221b', 'POIOS NET 1000g', 'IOO% PREMIUM ARABICA', 'SUITABLE FOR ALL COFFEE USE', 'FEESOLO']"
960,"['37cm', '37cm', 'ocm', '6cm', '8cm', '8cm', '37cm*8cm*6cm', '37cm*8cm*6cm', 'Weight:80g', 'Weight:80g']"
961,"['IASLAR', 'GUARDIAN OF GADGETS', '24CM', '10CM', '18CM', 'WEIGHT: 260g']"
962,"['NOTRITIONAL', 'VALUE', 'PER100G', 'Mewar Impex', 'SERVING', '44.24G', 'CARBS', '17.81G', 'PROTEIN', '10.5G', 'Mewar Impex', 'ORGANIC KALONJI', 'FIBER', 'NIGELLA', 'Nigella Sativs', 'SEED', '375', 'CALORIES', '22.27G', 'FAT']"
963,"['Dimensions', 'Age Group', 'Weight Capacity', 'O-7 Yrs', 'O-25 Kgs', '68.5cms', '55cms', '43cms']"
964,"['Rearward Facing', 'Age Group', '0-2 Yrs', 'Weight Capacity', 'O-10Kgs', 'Forward Facing', 'Age Group', '2to7Yrs', 'Weight Capacity', '10-25Kgs']"
965,"['MUSCLE', 'MUSCLE', 'USCLE', 'ASYLUM', 'ASYLUM', 'GYLUM', 'MUSCLE', 'ASYLUM', 'BEAA', 'RECOVERY |FOCUS ENERGY', 'Blue Razz', 'NATURAL &ARTIFICIAL FLAVOUR', '50', 'VEG', 'NET Wt.300G', 'SERVINGS']"
966,"['MUSCLE', 'MUSCLE', 'ASYLUM', 'ASYLUM', '3G', 'BCAA', 'MUSCLE', 'ASYLUM', '2.25G', 'BCAA', 'NOOTROPICS', 'MATRIX', 'RECOVERY FOCUS ENERGY', 'OG', 'SUGAR', 'Blue Razz', '50', 'NETWE.300G']"
967,"['3', 'BCAA', 'MUSCLIM', 'SLE', 'MUSCLE', 'ASYLUM', 'BCAA', 'PROMOTES MUSCLE GROWTH', 'RECOVERY|FOCUSENERGY', '& RECOVERY', 'Blue Razz', 'ATURALART', '50']"
968,"['2.25', 'NOOTROPICS', 'MATRIX', 'MASSELM', 'MUSCLE', 'ASYLUM', 'BCAA', 'MPROVISE FOCUS & OVERALL BRAIN', 'RECOVERY|FOCUS |ENERGY', 'FUNCTION', 'Blue Razz', 'TURAL&ART', '50']"
969,"['Packed by:', 'ka Turmeric Powder', '(M) MS. UNIQUE FRAGRANCES', '/eight', '200g', '395 Food Park Rai Industrial Area, Distt.', 'Sonepat,Haryana, Sonipat (Haryana)-131029', 'Lic. No.10014064000406', 'laka Spices are hygienically packed and', '3o rigorous laboratory tests to meet FsSAl food', 'norms.', '(N) NANI AGRO FOODS PVT. LTD', 'SF No:444/1-5,Pullapalli Medu', 'ients: Turmeric', 'Mukasipidariyur Village R.S.Road', 'Chennimalai, Erode (Tamil Nadu)-638051', 'opening the pack, transfer the contents to an', 'Lic.No.10012042000381', 't container. Store in a cool, dry place.', 'For the applicable packaging entity and Lic', 'ustomer complaints &', 'No.refer to the first alphabet of the batch', 'back,please write to:', 'number and match it with the alphabet', 'pmer Support Desk', 'before the addresses mentioned above.', 'ZON RETAIL INDIA PVT.LTD', 'Floor World Trade Center,', 'Marketed by:', 'de Gateway,Dr. Rajkumar Road', 'AMAZON RETAIL INDIA PVT.LTD.', 'galore-560055,', 'Block E 14th FloorUnit Nos.1401 to 1421', 'il: cs-aripl@amazon.com', 'International Trade Tower, Nehru Place', 'ne Number:1800212 1638', 'NewDelhi-110019', 'fssai', 'Lic.No.10018011005884']"
970,"['Nett.Wt.', '250g', 'Maximum Retail Price )', '599/-', 'Inclusive of all Taxes', 'Lot No.', 'Check Bottom', 'Packed on']"
971,"['5OO GRAMS PACK', 'Comes in a Safe to Store', 'Sealed Bottle', 'AOS LIQUID', 'Net Weight:', '500 g', '68439-57-6', 'BRM', '01140560856']"
972,"['Supplement Facts', 'CONTAINS:', 'Calcium', '8.0%', 'Phosphorus', '6.6%', 'Magnesium', '0.2%', 'Vitamin D3', '1200IU', 'VitaminB12', '20 mcg', 'Thiamine hydrochloride (Vit.B1)...', '3 mg/kg', 'Nicotinamide (Vit.B3)', '21 mg/kg', 'VitaminC', '150mg', 'Excipients', 'Q.S.', 'Feeding Recommendations:', 'Upto 20kg body wt.-1 to2 tablets', 'More than 20kg body wt.-2 to4 tablets', 'or as recommended by the veterinarian.', 'BESTBEFORE 24 MONTHS FROM MFD']"
973,"['5.7in', '14cm']"
974,"['PRODUCT SIZE', 'Weight 13g +/-1g', '14mm', '37mm']"
975,"['75268918', 'A VOTRE ECOUTE SERVICE CONSOMMATEURS', 'A conserver au sec eta', 'KINDER 0800 653 653 Service & appel gratuits', ""I'abri de la chaleur/"", 'Chaque ceuf', 'ne peut etre vendu', 'A consommer de', '3 pieces x20 g e', 'preference avant fin:', ' separement', 'Ingredients : chocolat superieur au LAIT 47% (sucre, LAIT en poudre beurre de cacao, pate de cacao,emulsifiants :', 'Pour', 'Par piece %*Par', 'lecithines [SOJA]; vanilline),LAIT ecreme en poudre 17%,sucre, graisses vegetales (palme, karite), BEURRE', 'Valeurs nutritionnelles', '100g', '20g', 'piece', 'concentre, emulsifiants : lecithines [SOJA]; vanilline.Sur le total : produits laitiers 32%, cacao 15%.Le chocolat', '2302/', '459/', 'Energie', 'utilise est un chocolat pur beurre de cacao.Distribue en France par Ferrero France Commerciale-Cs 90058-76136', 'kcan', '552', '110', 'Mont Saint Aignan Cedex.', 'Matieres grasses', '341', '6,8', '10', 'dont acides gras satures', '22,6', '4.5', '23', 'Glucides', '52,3', '10,5', 'dont sucres', '52,', '10,4', '12', 'Proteines', '(g)', '8,1', '1,6', 'Sel', 'b', '0,323', '0,065', '8000500389188', '*Apport de reference pour un adulte-type (8 400 kJ/2 000 kcal)', '8']"
976,"['20.5cm', '.5mm', 'IP black plating', '47mm', 'Stainless stee', 'High polished', 'High-quality PU material', 'Length:20.5cm', 'Weight:15.5g']"
977,"['20.5cm', '.5mm', 'IP black plating', '47mm', 'Stainless stee', 'High polished', 'High-quality PU material', 'Length:20.5cm', 'Weight:15.5g']"
978,"['18mm', '(0.71"")', '36mm/(1.42"")', 'Material:Stainless steel. IP black plating Silicone', 'Length:13-16.5cm/5.1""-6.5"")', 'Weight:23g']"
979,"['Pretty Thumb Ring, Pinky Ring', 'You can Wear it on Any Finger', 'US 7#-12#', 'Net weight: 4.5g.', '316L Stainless Steel', 'Lasting Color Retention', '10.2mm', 'Thickness: 2.0mm', 'Diameter', '17.3', '18.1', '18.9', '19.8', '20.5', '21.4', '(mm)', 'US', '7', '8', '9', '10', '11', '12', 'UK', 'Q', 'S', 'T1/2', '0', 'V1/2', 'Y', 'DE/FR', '54.5', '57', '59.5', '62.5', '65', '67.5', 'ES', '14.5', '17', '19.75', '22.25', '25', '27.5', 'IT', '14.5', '17', '19.75', '22.25', '25', '27.5']"
980,"['USB MHL TO HDMI', 'SAMSUNG', 'FullHD', 'QUICK DISPATCH', '1080p', 'HD', 'FuFHD', '1080p', 'tech-bitz']"
981,"[""'SELECTED"", 'NATURAL', 'R', 'PURINA', 'BETA', 'PUPPY [up to 1 year]', '14kg', 'TURKEY & LAMB', 'No.1 INGREDIENT']"
982,"['WITH', 'MADE', 'SELECTED', 'NATURAL', 'NEW', 'IMPROVED', '?', 'RECIPE', 'PURINA', 'TURKEYis', 'BETA', 'INGREDIENT', 'R', 'DUAL-SHAPE', '0SIZEKIBBLE', 'FOR SLOWER', 'CHEWING', 'PUPPY [up to 1 year]', 'WITH NATURAL', 'PREBIOTIC', 'NO ADDED ARTIFICIAL', 'J', 'colours', 'vatives', 'ars', 'proven to help improve', 'J', 'flavours', 'DIGESTIVE HEALTH', 'J', 'preservatives', 'WITH TURKEY', '&LAMB', 'THE UK', 'MADE IN', '14kg']"
983,"['Weight:9g', 'Chain length: 45+5 cm', 'Natural shell material', '4', '5', 'cm', '2.3 cm']"
984,"['R', 'I', 'PUMPED', 'STIMFRI', 'PUMP', 'PERFORN', 'PERFORMANCE & PUMP', '320G e', '20-40', 'STRAWBERRY', 'SLUSH', 'SERVINGS', 'FOOD SUPPLEMENT']"
985,"['6K', 'HDR', 'H.265', 'HEVC', 'With the latest HDRi0+ technology and high speed 4K', 'processing up to 60fps playback.Bring you a lifelike', '6K', 'viewing experience.', 'Ultra HD', 'SDR', 'WiFi', '100M', '3D', '09:58', 'Ethernet', '2.4G/5.8G']"
986,"['WIRELESS CONNECTION', '2.4G+5.8G Dual-Band Wi-Fi 802.11 AC/AX', 'Run Box without buffering strong signal.', 'Others Box', 'Magcubic Box', 'Wi-Fi 802.11 AC', 'Others WiFi', '300Mbps', 'Wi-Fi 802.11 AC', '867Mbps']"
987,[]
988,"['Please measure your couch', 'before purchasing', 'G', 'G', 'B', 'E', 'C', 'Left Chaise', 'Right Chaise', 'G3', 'G2', 'G1', 'H3', 'H2', 'H2', 'K3', 'F3', 'F2', 'F1', 'E3', 'E2', 'E1', 'Sofa', 'Loveseat', 'Armchair']"
989,"['2', 'POWER:MAX750W', 'LED CONTROLLER', 'INPUT:AC110V']"
990,"['LED CONTROLLER', 'CEL', '220V3CH', 'OUUTPT']"
991,"['LED CONTROLLER', 'CEL', '220V3CH', 'OUUTPT']"
992,"['Weight:125g', '21cm(8.3in)', '12.5cm(5in)', '5.5cm(2.2in)', 'Compact Design', 'Lightweight & Portable', 'Easy to Carry']"
993,"['585', 'Gawr', '1688', 'Gura', 'Gawr Gura', 'Gawr Gura', '1688', 'RODUCTNUMBER', 'Gawr Gura']"
994,"['35cm/14in', '50cm/19in', 'up to 10kg']"
995,"['aste', 'MILK CHOCOLATE', 'FLAVORED']"
996,"['TRADITIONAL', 'COOKIES', 'BUTTER', 'mm']"
997,"['#Rny', 'Anky', 'Piny', 'Pnky', ""Pin'y"", 'FRnly', 'Pnky', 'JN', 'FAny', 'SORGE', 'Piny', 'Rinky', 'Ky', 'BAL', '4+', 'PNDAS', 'BALL', 'BO', 'PINKYBALL']"
998,"['SHUTO', '12VDC 15Ah/20Hr']"
999,"['CLUB PACK /FORMAT CLUB', 'Maxwell', 'House', 'BPI COMPOSTABLE', 'Maxwell', 'ZERO', 'WASTE', 'House', 'ZERO', 'DECHET', 'DOSETTES ETENVELOPPEUR', 'PODS&WRAPPER', 'BOITE RECYCLABLE BOX', 'HOUSE BLEND |MELANGE MAISON', 'CAFE 100%ARABICA COFFEE', '*FOR YOU/POUR VOUS', '105', 'certified by /certifie par BPI', 'MEDIUM ROAST', 'ORI', 'TORREFACTION MOYENNE', '1023 g', 'INDIVIDUALLY WRAPPED', 'SINGLE SERVE PODS', 'KEURIG2.0COMPATIBLES', 'DOSETTES INDIVIDUELLES', 'COMPATIBLES AVEC KEURIG 2.OS', 'EMBALLEES INDIVIDUELLEMENT']"
1000,"['CLUB PACK/FORMAT CLUB', 'Maxwell', 'Maxwell', 'House', 'BPI COMPOSTABLE', 'House', 'ZERO', 'WASTE', 'ZERO', 'DECHET', 'DOSETTES ET ENVELOPPEUR', '100%COMPOSTABLE(S)', 'HOUSE BLEND MELANGE MAISON', '105', 'PODS&WRAPPER', 'CAFE 10O%ARABICA COFFEE', 'BOITE RECYCLABLE BOX', 'MEDIUM ROAST', 'INDIVIDUALLY WRAPPED', '00000', 'FOR YOU/POUR VOUS', 'SINGLE SERVE PODS', 'TORREFACTION MOYENNE', 'certified by  certifie par BP', 'DOSETTES INDIVIDUELLES', 'EMBALLEES INDIVIDUELLEMENT', 'KEURIG2.0COMPATIBLES', 'COMPATIBLES AVEC KEURIG 2.O', '1023 g']"
1001,"['cLUB PACK 7 FORMAT CLUB', 'Maxwell', 'House', 'BPI COMPOSTABLE', 'Maxwell', 'ZERO', 'House', 'WASTE', 'ZERO', 'DECHET', 'DOSETTES ET ENVELOPPEUR', '100%COMPOSTABLE(S)', 'PODS&WRAPPER', 'HOUSEBLEND  MELANGEMAISON', 'BOITERECYCLABLE BOX', '105', 'CAFE 100 %ARABICA COFFEE', 'FOR YOU/POUR VOUS', 'MEDIUM ROAST', 'certified by / certifie par BPI', 'NDM', 'WRAPPED', 'TORREFACTION MOYENNE', 'SINGLE SERVE PODS', '1023 g', 'DOSETTES INDIVIDUELLES', 'KEURIG 2.0COMPATIBLES', 'EMBALLEES INDIVIDUELLEMENT', 'COMPATIBLES AVEC KEURIG 2.O']"
1002,"['5', 'SERIES3', 'MiNiZ', 'C', 'ZURU', 'AGES', 'BRANDS!', '3', 'EXCLUSIV', 'MINIS INSIDE', 'SERIES3', 'MiNi', ""COLLECTOR'SCASE"", 'BRANDS!', 'BRANDS!', 'REAL', 'LSHOPPING BRANDS', 'ITINYOU', 'AND', 'EXCLUSIVE', 'SERIES3', 'MINIS', 'SERIES3', 'INSIDE!', 'BRANDS!', 'BRANDS!', ""COLLECTOR'S CASE"", 'REAL SHOPPING BRANDS', 'THAT FITINYOUR HAND!']"
1003,"['Luminous', '8mm', 'Engraving Here', 'Weight:About 4.3 g', 'Material:Stainless Steel', 'Series:Dark Luminous ECG Ring', 'Notice:Manual measurement,there may be a little tiny difference!']"
1004,"['STEP', 'LIGHT']"
1005,"['ECORCE DE SAULE BLANC BIO', 'UNPRODUIT DE OUALITEPREMIUM', 'QUE FRANCAIS', 'RALE DE LA CONCURRENC', 'Parisle25/09/2018', 'ON DES FRAUDES', 'CERTIFICAT', '75793 PARIS CEDEX13', ""Document justificatif etabli conformement a l'article 29,paragraphe 1"", ""du Reglement Europeen n834/2007 relatif a I'Agriculture Biologique"", 'del  burss-sA@daccaf finsaresonnt', '3.Nom adresse et numero de code de Iorganisme', 'de controle', 'Ecocert France SAS', 'ATTESTATION DE DECLARATION', '44160PONTCHATEAU-FRANCE', ""D'UN COMPLEMENT ALIMENTAIRE"", 'Activite prinCipale:PREPARATEUR-DISTRISUTEUR', 'FR-BIO-01', '4.Categories de produits/activite', '5.Definis comme', 'Validite du..au', 'Cafe et the prepares', 'La Direction genen', 'c.de la consommation ct de la repression des fraudes DGCCRF', 'Mate vert', 'Biologique', '05/03/202131/03/2023', 'Biologiqu', 'The ', 'amincissant/deto', '05/03/202131/03/2023', '05/03/2021 31/03/2023', 'BIOPTIMAL', 'The no', 'Biologiqu', 'a effectue le 15/08/2018a declaration mentionnee a Iarticle 15du decret n2006-352 du 20 mars 2006', 'The vert', 'Biologique', '02', 'relatif aux complements alimentaires pour le prod', 'Distributeu', 'APRES-COUPS BIO', 'de chanyr', 'Biologique', 'BIOPTIMAL', 'Gelule', '05/03/202131/03/2023', '05/03/2021 31/03/2023', 'Cette decaration est enregistre sous le numero : 2018-8-503', 'Complement aimentaire: Bronzage', 'Biologique', '05/03/202131/03/2023', 'La declaration prvue a 1article 15 du decret n2006-352 vise a informer ladministration de la mise sur le', 'Biologique', 'marche dun complcment alimcntaire. Elle na pas pour objectif de proceder a un controle de la conformite', 'Chlorelle', 'Biologique', '31/03/2023', 'du produit a Iensemble des dispositions qui lui sont applcables. notanment en matiere dhygiene ou', '05/03/202131/03/2023', 'Cette attestation ne constitue done pas une garantie de conformite aux dispositions en vigueur.', 'Siologique', 'Complement amentaire:Ginkgo biloba', 'Biologique', '22', ""gencraux et les prescriptions generales dc la legislation alimcntaire et a celles de I'article L.411-1 du Codk"", 'Biologique', 'wrgAudobe', 'Biologique', '222/0/211022/0/23', 'alimentaire qul met sur e marche repond aux prescriptions du droit alimentaire qui ui sont applicables', 'de la consonmation.il incombe a lcxploitant du sectour alimentaire dc veiller a ce que le complement', '5.Periode de validite', '7.Date de controle:14/01/2021', 'Pour tout renscignement dordre general sur la procedure de declaration des complements alimcntaires,', ""rendez-vous sur le site de la DGCCRF a I'adresse suivante"", '2010.Loperateur a soumis ses activites au controle et', 'ant du cahier des charges', 'http//www.conomic.gouv.fdgecrf/Securite/Produits-alimcntaircs/Complements-alimcntaires', 'ecte les exigences etablies aux reglements precites.', 'Seneral,Thierry STOEDZEL', 'BIOPTIMAL', 'nutrition naturelle']"
1006,"['PIUDI20', 'ANCORA', 'SUONI &FRASI!', 'SPAGHETT!', 'PARLA IN ITALIANO!', 'PAPPA PER', 'BAMBOLE', 'RIUTILIZZABILE', 'PREMILEIL', 'PANCINO', 'PARLA CON', 'LA MAMMA', 'OIL PAPA', 'baby', '3+', 'aLive', 'SUPER', 'SNACKS', 'MARTINA SPAGHETTINA', 'x31.5VAALR6', 'PAPPA PER BAMBOLEPESONETTO28g', 'La pappa per bambole riutilizzabile BABY ALIVE', 'non e destinata al consumo umano.']"
1007,"['SCHWER UND STABIL GENUG', 'Keramik1.37 kg', 'Andere O.56 kg x2.5', 'Wird Nicht Mehr Passieren', 'Fressnapfe werden oft gebissen', 'Hundefutter uberall abgeladen']"
1008,"['DIMENSION', '19cm/7.4inch', '14cm/5.5inch', '50.5cm/19.8inch', '36-41cm/14-16inch', '22.5cm/8.8inch', '132cm/52inch', 'Power Consumption Of The Fan', '50W Max', 'Input Voltage', 'AC110-120V60Hz', 'Power Consumption Of Light', '24W', 'Color Temperature Of Light', '3000K/4500K/6000K', 'Stepless Dimming', '5%-100%', 'Timing Function', '1H/2H/4H', 'Memory Function', 'Yes', 'Invert Function', 'Yes']"
1009,"['DMENG ONG', 'Chair Weight 48.5 Lbs', 'Chair Weight 400 Lbs', '21 inch', '31 inch', '18 inch', '36 in', '33 inch', '30 inch', '22.5 inch', '44', '51 inch', '20.2""', '9']"
