index,text,entity_name,entity_value
2277,"['MORE ACTVE INGREDIENTS', 'AND NO FILLERS', 'TWO JARS', 'OURS', 'THEIRS', '120', 'CHEWS', 'EACH', '90', 'CHEWS', 'GLUCOSAMINE', 'PER JAR', 'CHONDROITIN', 'HIP+JOINT', 'HEMPCHEWS', 'ADVANCED', 'MOBILITY', '120', 'SOFT CHEWS', 'JOINT SUPPLEMENT', 'Net Wt12.60z(360g)120ct', 'STRELLALAB', 'MORE ACTIVES', 'FEWERACTIVES', 'Safe & Natural Ingredients', 'Filler Ingredients']",item_weight,360.0 gram
2278,"['NATURAL', 'HEMP', 'FOR', 'HEALTHY JOINTS AND PAIN-EREE LIVING', 'WITHORGANIO', 'HEMP OIL', 'GLUCOSAMINE', 'CHONDROITIN', 'HIP+JOINT', 'AND ORGANIC', 'HEMP POWDER', 'HEMPCHEWS', 'ADVANCED', 'MOBILITY', '120', 'SOFT CHEWS', 'MADE IN', 'JOINT SUPPLEMENT', 'REDUCES PAIN', 'Net Wt12.60z(360g)120ct', 'STRELLALAB', 'ANDIMPROVES', 'JOINT MOBILITY']",item_weight,360.0 gram
2279,"['Shower', 'MIN-XL', 'Curtains', 'BrandMIN-XL', 'Material:Polyester', 'S|ZE180x180cm', 'Weight:460g', 'Package Included:', '1xShowerCurtain', '12 pieces Stainless steel hooks', '30C', 'Machire wasthable', 'Do not Bleach', 'Danot Dry Clean', 'Tenperature loning', 'Do not Tunble Dry']",item_weight,460.0 gram
2280,"['MEASURING GUIDE', '1-Use a Steel Measuring Tape', '2-Round each measurement to', '3-Arial view of window inside &', 'nearest 1/8inch', 'outside mount.', 'Aerial View', 'Window Glass', 'RESULTS', 'INSIDE MOUNT', 'Measure the INSIDE of your window frame', '1', 'W1', 'LENGTH in 3 places L1-L2-L3', '2', 'Measure the INsIDE of your window frame', 'W2', 'WIDTH in 3 places W1-W2-W3', '3', 'Provide uS with LONGEST LENGTH', 'and the SHORTEST WIDTH', 'W3', 'REMINDER:The BRACKETS may be installed on the', 'A', 'CEILING or on the SIDE of your window frame.', 'L1', 'L2', 'L3', 'DO NOT MAKE ANYDEDUCTIONS-Our factory wil', 'A blind mounted on the inside casing will not cover', 'make the correct deduction so that your blind will', 'your', 'window', 'molding.', 'Please', 'provide', 'exact', 'function properly', 'measurements. Our factory will make the appropriate', 'deductions to ensure a proper fit.', 'OUTSIDE MOUNT', 'Determine where you want to mount your', 'WIDTH', 'blind. Make sure you have approximately', '2 1/2of flat surface to mount the blind', '1.Start at the outer edge of the left hand molding and', 'either on the top of the trim or above the', 'measure to the outer edge of the right hand molding,', 'trim on the wall.', '2.Add up to an additional 3 inches total to the width.', 'This will ensure extra coverage on each side of the window', 'to allow for greater privacy and minimize light gaps.', 'LENGTH', 'W', '1.Start at the top edge of the top molding and measure to', 'the bottom edge of the bottom molding..', '2.Add an additional 3"" total to the length.this will ensure', 'extra coverage and provide sufficient surface to mount', 'your blind on the top.', 'Any Questions?', 'Getin Touch', 'Live Customer Support', 'spotblinds', 'A blind mounted on the outside will cover the entire', 'opening and frame.Please provide ExAcT measurements', 'NO deductions will be made by the factory..', 'we got your windows covered']",item_weight,2.0 pound
2281,"['NUTROCELL', 'GREAT', 'RESULTS', 'KETO', 'ACV', 'GUMMIES', 'INCLUDES APPLE CIDERVINEGAR', 'BEETJUICE&B12', '1000 MG', 'DIETARY SUPPLEMENT', '60GUMMIES']",item_weight,1000.0 milligram
2282,"[""NATURE'S"", 'BEST', 'NON-GMOINGREDIENTS', 'NUTROCELL', 'Vegan Friendly.', 'RESULTS', 'GREAT', 'Natural Ingredients', 'KETO', 'Apple cider vinegar', 'ACV', 'Vitamins B12', 'Vtamin B6', 'GUMMIES', 'Beet Root Powder.', 'INCLUDES APPLE CIDER VINEGAR,', 'BEETJUICE&B12', '1000MG', 'DIETARY SUPPLEMENT', '60GUMMIES']",item_weight,1000.0 milligram
2283,"['Keto', 'ACV GUMMIES', 'help the body ease.', 'into ketosis', 'NUTROCELL', 'Supplement Facts', 'RESULTS', 'GREAT', 'Serving Size: 2 Pieces', 'Servings Per Container:30', 'Amount per Serving', 'KETO', 'Calories:24', 'Calories from fat:0', 'Total Carbohydrates', '6g', '2%', 'Sodium (as Sodium citrate)', '12mg', '1%', 'Sugar', '4g', '.', 'Includes Added Sugars', '4g', '8%', 'Folate', '400 mcg DFE 100%', 'ACV', '(240 mcg folic acid)', 'Vitamin B12 (as Cyanocobalamin)', '2mcg 83%', 'Apple Cider Vinegar Powder', '1000mg', '.', '(Malus pumila mill(Fruit)', 'Pomegranate Juice Powder', '80mcg', '(Punica granatum L.)(Fruit)', 'Beet Juice Powder (Beta vulgaris L.root)', '80mcg', 'GUMMIES', 't Percent Daily Value is based on a 2,ooo calorie diet', 'Daily Value DV not established', 'Other Ingredients:Glucose Syrup, Sugar, Glucose,', 'INCLUDES APPLE CIDER VINEGAR,', 'Pectin, Citric Acid, Natural Apple Flavor, Vegetable Oil', '(Contains Carnauba Wax), Purple Carrot Juice', 'BEETJUICE&B12', 'Concentrate, B-Carotene.', '1000MG', 'Manufactured For:', 'Nutrocell, Miami, FL,33162', 'TED/', 'NOO', 'GMP', 'DIETARY SUPPLEMENT', 'REDIE', '60GUMMIES']",item_weight,1000.0 milligram
2284,"['BENEFITS', 'Nutrocell', 'Apple Cider', 'Vinegar', 'COMPARISON', 'VS', 'Weight Loss', 'xxxxxxxxx', 'Appetite Suppressant', 'Vitamins B12 and B6', 'Burn calories', 'NUTROCELL', 'Boost your metabolism', 'GREAT RESULTS', 'KETO', 'Beet root powder', 'ACV', 'Increase energy levels', 'GUMMIES', 'Delicious taste', 'INCLUDES APPLE CIDER VINEGAR,', 'BEETJUICE&B12', 'Great smell', '1000MG', 'DIETARY SUPPLEMENT', 'Easy to Take', '60GUMMIES', 'eo nWwIEa']",item_weight,1000.0 milligram
2285,"['NATORAL DETOX CLEANSE', 'OF KETO APPLE CIDER VINEGAR GUMMIES', 'Weight loss', '/Helps ease into ketosis', 'Slim & tone your stomach', '/ Energy boost', '/Delicious taste', 'NUTROCELL', 'GREAT RESULTS', 'KETO', 'ACV', 'GUMMIES', '1000MG', 'DHETARYSUPPLEMEN']",item_weight,1000.0 milligram
2286,"['wErafy', 'PRE & PROBIOTIC', 'DIGESTIVE', 'TREATS', 'ENZYMES', '6PROBIOTICS', 'PUMPKIN', 'HEALTHIER SKIN &COAT', 'CIMPROVES DIGESTIVE HEALTH', 'RELIEVES GUT PROBLEMS', 'BOOSTS HEALTH &ENERGY', '120', 'PEKING DUCK FLAVORED', 'SOFT CHEWS', 'NETWT 10.60Z(300G)']",item_weight,300.0 gram
2287,"['6- Strain Probiotic Blend', 'Ingredients per', '2 soft chews', '(approximately', '5-6 g)', 'Bacillus coagulans', 'Lactobacillus brevis', '(Ganeden Bc30)', 'werafy', 'PRE & PROBIOTICS', 'Lactobacillus', 'Lactobacillus fermentum', 'DIGESTIVE TREATS', 'acidophilus', 'ENZYMES', '6PROBIOTICS', 'PUMPKIN', 'CHEALTHIER SKIN&COAT', 'RELIEVES GUT PROBLEMS', 'BOOSTS HEALTH&ENERGY', '120', 'PEKING DUCK FLAVC', 'Lactobacillus', 'Lactococcus lactis', 'plantarum']",item_weight,300.0 gram
2288,"['BIG', 'THESE ARE', 'ICEPACKS', '40qT+', 'EXTRA LARGE', 'SLIM ICE PACKS', 'SPACE SAVING', '13x10x0.5', 'REUSABLE', '25NIN FREEZE', 'DY', 'MEASURE THESIZE OF YOUR COOLER', ""IFIT'SSMALLERTHAN4OQT"", 'MAKESUREYOUR', 'ICE PACKS FIT PERFECTLY']",item_volume,40.0 quart
2289,"['printklex', 'orintklex', 'Der Druckerzubehirfachhandel', '100%', '3JAHRE', 'kompatibel', 'GARANTIE', 'S jatre Garantie', 'Optimale Farbresonanz', 'oabe Toneraosote', '3 Jahre Garantie', '231 Hamburg', 'Qualitat ist unsere Werbung!']",item_weight,23.0 kilogram
2290,"['5', '5', '2', '9', '60 kg', '80 kg', '45 kg', '55 kg']",item_weight,60.0 kilogram
2291,"['SIZE CHART', ""Tips: Please measure your pet's chest/neck size and leave 1-2"", 'fingers width at least between neck/chest and collar / harness for comfort', 'Neck Girth', 'Body Length', 'Chest Girth', 'RECOMMEND', 'SIZE:', 'LEASH:', 'CHEST GIRTH:', 'NECK GIRTH:', 'COLLAR WIDTH:', 'WEIGHT:', 'XS', '5ft', '12""-18""', '7.5""-11""', '0.4""', '5 to 11 Ib', '5ft', '9.8""-14.9""', 'S', '14""-20""', '0.6""', '11 to 37 Ib', 'M', '5ft', '19""-26""', '12.9""-20.8""', '0.8""', '37 to 71Ib', 'L', '5ft', '1""', '23""-32""', '15.7""-26.3""', '71 to 90Ib']",item_weight,11.0 pound
2292,"['ACCiAiO INOX', 'INCiSiONE iNDELEBiLE', ""RESiSTENTE ALL'ACQUA"", 'LEGGERA,3 GR.']",item_weight,3.0 gram
2293,"['NEW', 'UPGRADE', 'VERSION', 'NOT JUST', 'LARGER', 'soling Towe', 'Alger', 'Cooling Towe', 'ooling Tow', 'Size', '40*12in', '47*14in', 'Weight', '3.8oz', '4.6oz', '100%Polyester', '55% nylon + 45%', 'Ingredients', 'polyester (more du-', '(cold feeling fiber)', 'rable)', 'Gram', '150gsm', '165gsm(Thicker)', 'weight(FAW)', 'Yarn', '15 strands', '21 strands', 'specifications', 'MSDS/ROHS', 'certification']",item_weight,3.8 ounce
2294,"['HERBIFY', '?', '98', '%', 'RATE', 'JUST ADD ONE', 'DROPPER', 'HERBIFY""', 'PROUDLY PRODUCED INTHEUSA', 'WURAINE', 'PURE BOTANICAL MIX', 'MULLEIN', 'to your favorite beverage up to 3 times per day', 'and enjoy all benefits of this supplement.', '60,000mcge', 'DIETARY SUPPLEMENT', '2FLOZ 60ML', 'Begin your healthy life with HERBlFY.']",item_weight,60000.0 gram
2295,"['QLORI', 'LOVE', 'PAMPER YOUR FEET', 'CLARIFYING CITRUS FOOT SOAK', 'Nourishes &', 'Soothes', 'Soften', 'Calluses', 'Eliminates', 'Odors', 'LOVENLORI', 'Relieves', 'CLARIFYING CITRUS', 'Skin Irritations', 'FOOT SOAK', 'Soothes Pain and Inflammation', 'for Rel', 'es with Refreshing', 'rculationfor', 'NaturalDeto', 'Relieves', 'Aches & Pains', '16', 'nut Oil Alo', 'ounces', 'Never tested on a']",item_weight,16.0 ounce
2296,"['KOMWEROSHARP KLAPPMESSER', 'Sicher Liner Lock', 'Messingkugellagen', 'Ergonomisch Geeignet Griff', '18,5cm', '19', '18', '17', '16', '15', '14', '13', '6', '12', '11', '5', '10', '9', '4', '7', '6', '3', '7,5cm', '5', '4', '3', '2', '2', '10,5cm', 'INCH', 'Gewicht: 147 g', 'Griffstarke: 16 mm', 'Harte:59-60 HRC', 'Klingenstarke:3,2 mm', 'Klingenbreite (maximal):2,8 cm']",item_weight,147.0 gram
2297,"['10.3cm', '22', 'cm', 'WEIGHT:100 gm']",item_weight,100 gram
2298,"['flavour.', 'INGREDIENTS', '509']",item_weight,50 gram
2299,"['EASY', 'MAKES', '30', 'TOMAKE', 'TASTY', 'CUPS', 'country', 'bean', 'VANILLA', 'INSTAN', 'COFFEE', 'BOLD']",item_weight,50 gram
2300,"['country', 'bean', 'TM', 'ONLY5 CALORIES PERCUP', 'NO ADDED SUGAR', 'NUTRITION FACTS (APPROXIMATE)', 'Serving Size (1 Teaspoon)', '1.5 g', 'AMOUNT PERSERVING (APPROXIMATE', 'Calories', '5.4 kcal', 'Carbohydrates', '0.91 g', 'Proteins', '0.37 g', 'Fats', '0.03 g']",item_weight,1.5 gram
2301,"['6""', '29""', '800', 'LBS', '27""', '$4""', '19.5%', '29', '45.5""', '5""', '64""']",maximum_weight_recommendation,800 pound
2302,"['PEFECTFOR', 'DAYCARE/PRESCHOOL', 'Name Tag Inside', 'Water Bottle Pocket', '41CM', '16.1in', 'Outstanding Padding', 'Kid-Friendly YKK Zippers', 'Stylish: Cute pattern,', 'vibrant color', 'O.4kg/14.1oz', '14CM', '/', '5.5in', '25CM/9.8in', 'SAFETY', 'COMFORTABLE', 'PORTABLE', 'KID TESTED', 'PARENT', 'APPROVED']",item_weight,0.4 kilogram
2303,"['Chain length: 50+10cm', 'Weight: 14g', '4.5 cm']",item_weight,14.0 gram
2304,"['leather', '1.8cm', '10 cm', '12 cm', 'Back', 'Weight:About 67.5g Series:Custom wallet', 'TIPS:manual measuring permissible error']",item_weight,67.5 gram
2305,"['28""(71cm)', '78.7""', '78.7""', '(200cm)', '(200cm)', 'Product information', 'COLOR:', 'WEIGHT:', 'Black', '1.5kg', 'SIZE:(L*W*H)', 'PACKAGE LIST:', '20020071cm', '1*Garden Furniture Cover', '78.7x78.7x28inch', '1* Storage Bag']",item_weight,1.5 kilogram
2306,"['28""(71cm)', '78.7""', '78.7""', '(200cm)', '(200cm)', 'Product information', 'COLOR:', 'WEIGHT:', 'Black', '1.5kg', 'SIZE:(L*W*H)', 'PACKAGE LIST:', '20020071cm', '1*Garden Furniture Cover', '78.7x78.7x28inch', '1* Storage Bag']",height,71.0 centimetre
2307,"['20""36V250W Front wheel', 'Front fork open size:1oomm', 'Brushless toothed motor', 'ICHA']",wattage,250.0 watt
2308,"['20""36V250W Front wheel', 'Front fork open size:1oomm', 'Brushless toothed motor', 'ICHA']",voltage,36.0 volt
2309,"['20""36V250W', 'Front wheel.', 'Front fork', 'Brushless', 'open size:', 'toothed motor', '100mm']",wattage,250.0 watt
2310,"['20""36V250W', 'Front wheel.', 'Front fork', 'Brushless', 'open size:', 'toothed motor', '100mm']",voltage,36.0 volt
2311,"['126g', 'Kinderleichtes Tragen']",item_weight,126.0 gram
2312,"['XLD30P02B', '30WUSB Power Adapter', 'Model:XI', '6.0A', '1.0A)50-60Hz', 'MADE IN CHINA', 'E']",wattage,30.0 watt
2313,"['Product Information', 'Name: Ocean Wave Paperweight', 'Material: Glass.', 'Size: 3.15x3.15x3.15 in(8x8x8 cm)', 'Net Weight: 1.54lb (700g)', 'Theme: Ocean,holiday gift', 'Occasion: Home Office Decor', '3.15in (8cm)', '3.15in (8cm)']",item_weight,700.0 gram
2314,"['NEUROVIT FORTE', 'HIGH STRENGTH VITAMIN B1 B6 B12', 'Each film-coated tablet contains:', 'Vitamin B1 242.5 mg', 'Vitamin B6250.0 mg', 'Vitamin B12', '-', '1.0mg', 'Refer package insert for dosage', '0555555094', 'and other information.']",item_weight,242.5 milligram
2315,"['23.5mm', '19mm', 'Weight: 3g', 'Length:45+5cm']",item_weight,3.0 gram
2316,"['Wagner', 'Gewi', 'Pilzspexialitater', 'Lorbeer-', 'blatter', 'Fullmenge', '15g', 'Mindestens haltbar bis Ende', '4001639010442', 'Wagner Gewiirze GmbH49198 Dissen', 'Hotline05421/309266']",item_weight,15.0 gram
2317,"['Just', 'ONE', 'vas', 'und', 'mare', ""Just'"", 'ONE', 'ead', 'more', 'was', 'HAPTER', 'got', 'but', 'land']",item_weight,8.0 pound
2318,"['Product Parameter', '246g', '2.3cm', '2.3cm', '5.3cm', '5.3cm', '9.5cm(3.74in)', '36.2cm(14.25in)', 'There are 2 sockets in the package,', 'pls choose one more suitable', '500mm', '500mm']",item_weight,246.0 gram
2319,"['YANKee CANDLe', 'BLACK CHERRY', 'CERISE GRIOTTE', '567 g', 'NATURAL & SYNTHETIC FRAGRANCE', 'PARFUM NATUREL ET DE SYNTHESE']",item_weight,567 gram
2320,"['SIGNATURE', 'YANKee CANDLe', 'BLACK CHERRY', 'CERISE GRIOTTEE', '567 g', 'YANKee CANDLe', 'YourSpace.YourSignature.']",item_weight,567 gram
2321,"['9cm', 'NATURALFIBRE', 'WICKSENHANCE', 'AMBIANCE', '16cm', 'SLEEKGLASSJAR', 'WITH', 'HAND-ILLUSTRATED', 'YANKee CANDLe', 'LABELS', 'BLACK CHERRY', 'CERISE GRIOTTE', 'VIBRANT,PREMIUM', 'SOYWAXBLEND', '567 g', 'NATURAL&SYNTHETIC FRAGRANCE', 'PARFUM NATUREL ET DE SYNTHESE']",item_weight,567 gram
2322,"['ATHOUGHTFULGIFT', 'FORANYHOME', 'YANKEe CANDLe', 'BLACK CHERRY', 'CERISE GRIOTTE', '567 g', 'NATURAL& SYNTHETIC FRAGRANCE']",item_weight,567 gram
2323,['567 g'],item_weight,567 gram
2324,"['BLACK CHERRY', 'CERISE GRIOTTE', '567 g']",item_weight,567 gram
2325,"['YANKee CANDLe', 'BLACK CHERRY', '567g']",item_weight,567 gram
2326,"['WHOLLY', 'AVOCADO', 'AVOCADO', 'SMASHED', 'NOTHING ADDED', 'PERFECTLY', 'RIPE', 'U', '4-20ZCUPS', 'NET WT 8 OZ (226 g)', 'serving', 'suggestion', 'V', 'ongmoproject.org', 'PERFPE']",item_weight,226 gram
2327,"['Smashed Avocado', '2 oz cups']",item_weight,2 ounce
2328,"['Try all of', 'our varieties', 'WHOLLY', 'HASSS', 'PERTRAYI', 'AVOCADO', 'PERFECT SALAD TOPPER!', 'CHUNKY', 'WHOLLY', 'WHOLLY', 'AVOCADO', 'AVOCADO', 'AVOCADO', 'NOTHING ADDED', 'SMASHEDAVOCADO', 'sogeion', 'AVOCADO', 'DICED', 'NOTHING ADDED', 'NOTHISG ADCED', 'XE', 'PERFECTLY', 'PERFECT', 'RIPE', 'JAC=', 'RTER', 'NET WT 16 OZ(1LB454g', 'METWT80Z (227g']",item_weight,227 gram
2329,"['4.5cm/1.8in', 'Keep cold', '24 hours', '4.3cm/1.7in', 'Keep warm', '12 hours', '32cm/12.6in', '26.5cm/10.4in', '7.1cm/2.8in', '8cm/3.1in', '500ML', '17oz', '750ML', '25oz', 'SIZE', '500ml/17oz', '750ml/25oz', 'Bottle Mouth', '4.3cm/1.7in', '4.5cm/1.8in', 'Weight', '0.3kg', '0.45kg']",item_weight,0.45 kilogram
2330,"['ONE-HAND', 'OPERATION', 'Enjoy a free and easy riding', 'ES5G', '@148%', 'Not Playing', 'ewic']",item_weight,5.0 gram
2331,"['262,50', '22', '25,50', 'M4', '224', '122.gr']",item_weight,122.0 gram
2332,"['6mm', '4mm', 'MATERIAL:Stainless steel/Zircon', '-', 'COLOR:', 'Steel color', 'WEIGHT:', 'Male5G/Female3G', '[WARMPROMPT', '..me for reerce', 'Mmsrg not  the osby of', 'NUMBER:', 'Male7-11/Female4-8', 'ony.specfic.an knd prevai']",item_weight,3.0 gram
2333,"['HIMALAYAN', 'ORGANICS', 'TESTOSTERONE', 'BOOSTER', '2957mg/serving', '60', 'Vegetarian', 'Tablets', 'TRIBULUS FENUGREEK', 'ASHWAGANDHA SAFED MUSLI', 'DIETARY SUPPLEMENT']",item_weight,2957.0 milligram
2334,"['Unleash your', 'INNER BEAST', '-', 'with high T-LEVELS!', 'MUSCLE', 'PERFORMANCE', 'ENERGY', 'HIMALAYAN', '.', 'ORGANICS', 'TESTOSTERONE', 'BOOSTER', '2957mg/serving', '60', 'egetaria', 'Tablets', 'TRIBULUSFENUGREEK', 'SHWAGANDHA SAFED MUSLI', 'DIETARY SUPPLEMENT']",item_weight,2957.0 milligram
2335,"['Sicht & Privatsphareschutz', 'Sonnen-&UV-Schutz', '100%Verdunkelung', 'und Blickdicht', 'Silver Coating', 'Verdunkelung Schicht', 'Polyester Fabric']",item_weight,100.0 pound
2336,"['Pan-Cake', 'LAKNE', 'ALLIN ONE PAN-CAKE', 'FOUNDATION  COMPACT- CONCEALER', '88']",item_weight,8 gram
2337,"['Virbac', 'VOHC', 'Awpia', 'VEGGIEDENT', 'Tartar control', 'FR3SH', 'Healthy and fresh breath', 'Controle de la formation du tartre', 'Haleine fraiche et saine', 'Vegetable chews/Lamelles a macher vegetales', 'FR3SH', 'Z-SHAPE', 'TECHNOLOGY', 'SMALL', 'PETIT', '5-10kg']",item_weight,5 kilogram to 10 kilogram
2338,"['PHYSICIAN', 'xX', 'ADVISED', 'NEWAGE', 'PRE+PRO', 'SUGGESTED USE:', 'OPTIMIZE', 'As a dietary supplement, take two (2)', 'ENHANCED WITH ALL NATURAL HERBS', '60 CAPSULES', 'capsules per day for maximum benefits', 'EVERYDAY', 'THERMOGENIC PROBIOTIC', '70 BILLION CFU', 'Preferably with 8oz of water or as', 'HIGH ABSORPTION', 'HEALTHY DIGESTIVE FUNCTION', 'directed by your healthcare professional.', 'DIETARY SUPPLEMENT']",item_volume,8.0 fluid ounce
2339,"['PRODUCT DIMENSIONS', 'Height', '90cm', '35.4in', 'Weight:2.35kg/5.18lbs', 'Atrenture65+10L', 'Adventure 65+10L', 'Length:29cm11.4in', 'Capacity:', 'Width18cm7.1in', '65L/3,966.5cu in', '75L/4576.8cu in']",item_weight,5.18 pound
2340,"['Open Ear Design', 'These headphones feel incredibly.', 'making them perfect for sports activities']",item_weight,19.0 gram
2341,"['Light', 'Weight', '700g', '700g ~', 'NONSFUSPRING']",item_weight,700.0 gram
2342,"['PRODUKTPARAMETER', '210mm', '92mm', 'GRIFFDICKE', '10mm', '58HRC', 'Damaststahl', '171G', 'Geschenk']",item_weight,171.0 gram
2343,"['DIRECTIONSFOR USE', 'Empty sachet', 'Add little hot', 'Add150mlapprox1', 'into a dry', 'water andstir to', 'cup)hot water and stir', 'bowl', 'make a thin paste', 'constantly.Do Not Boil)']",item_volume,50.0 millilitre
2344,"['RUTA', 'cain', 'Pain']",item_weight,100.0 gram
2345,"['Specification', 'Material: Aluminum + Resin', 'Color:Black+Silver', 'Size:Approx.7.3*5.9*0.8CM/2.87*2.32*0.31INCH', 'Weight: Approx. 73g', 'Fitment:compatible for SpeedPlay Zero,Pave/Ultra LightAction,X1,X2,X5']",item_weight,73.0 gram
2346,"['s', 'srudtons', 'SEGMINISMARTO', '2A20-i', 'e snece mo', 'peaaoypapye', 'absobeo', 'X', '*', '84G/', '60PCS', 'SODIUM HYALURONATE', 'NICOTINAMIDE', 'MASK', '?', '84G/', '60PCS', 'ODIUM HYALURONATE', 'NICOTINAMIDE']",item_weight,84.0 gram
2347,"['Whiskas', 'with Chicken', 'inGravy', 'Kitten', '2-12', '12x85g=1020g', 'CHICKENIN GRAVY', 'KITTEN', 'SUITASLE FOR MOTHER AND BABYCAT', 'SUITABLE FOR MOTHER AND BABYCAT', 'Mackerel', 'Mackerel', 'Flavour', 'Flavour', 'Junior', '2-12', 'Junior', '2-12', 'Months', 'Months', '41ASTENTAS', '41ESSENEA', 'whiskas', 'whiskas', 'C', 'Caotly C', 'Heelhy Cow', 'Dny d uobe for oher', '450g', 'A', 'A', 'moge used for stretion purpose only', '1.1kg']",item_weight,450.0 gram
2348,"['POWER', 'SUPPLY', '1.3Pin to Lighting Controller', '2.3Pin to motherboard (5V-3Pin VDG header)', 'GiM', '3. 4Pin to 6Pin fan port (2-5Pin),Only for GlM hub']",voltage,5.0 volt
2349,"['ASRock', 'msi', 'RGB', 'ASLE', 'RGB', 'POLYCHROME', 'RGB', 'MYSTIL', 'FUISO', 'AURA', 'LIGHT', 'SYNC', 'SYNC', '16.7Million Colors', 'SYNC', 'GIGABYTE""', 'E', 'Color Change with Music.', '5V ARGB MOTHERBOARD SYNC']",voltage,5.0 volt
2350,"['Weightworld', 'WeightWorld', 'Weign', 'Weightworld""', 'WeightWorno', 'WeightWorld', 'Weightworld', 'Weightworld""', 'Weightworld""', 'Jxhtword', '3', 'AB', 'BiO', 'GB-ORG-05', 'BIOLOLTO', 'MOIS', 'Non-EU Agriculture', 'FENUGREC', 'Sans OGM', 'BIO', 'POUDRE DE GRAINESDE', 'Vegan', 'FENUGREC EXTRA FORT', 'ROR', '1500mg', 'PAR PORTION', 'Sans Gluten', 'COMPLEMENT', '180', 'FABRIQUE', 'UE.', 'EN', 'ALIMENTAIRE', 'GELULES', 'WeightWorld""']",item_weight,1500.0 milligram
2351,"['CERTIFIE', 'AB', 'BiO', '10', 'VO', 'S', 'EG-Oko-Verordnung', 'nach', 'SI-EKO-003', 'AGRICULTURE', 'Non-EU Agriculture', 'BIOLOGIQUE', 'Weightworld', 'Weightworld""', 'Weightworld""', 'odd', 'Weightworld""', 'Weightworld""', 'Weightworld""', 'boi', 'Weightworo', '-htworld', '8-00-0', 'AB', 'FENUGREC', ""B'o"", '3', 'MOIS', 'BIO', 'POUDRE DE GRAINESDE', 'FENUGREC EXTRA FORT', 'Sans OGM', '1500mg', 'VEGAN', 'COMPLEMENT', 'Sans Gluten', 'ALIMENTAIRE', '180', 'GELULES', 'WeightWorld""', 'UE', 'AUTE', 'PAR', ""WeightWorld'""]",item_weight,1500.0 milligram
2352,"['PARAMETER', 'Extended chain:40mm', 'Stainless steel', 'Chain length:190mm+40mm', 'FreshwaterPearl', '17.5mm', 'good', 'lucky', '9.5mm', 'Weight:15.5G', 'Because there may be some errors in manual measurement', 'please referto the actualproduct']",item_weight,15.5 gram
2353,"['Product information', 'Brand)', 'FANDARE', '(Material) Canvas', '(Capacity)15.6 Inch Laptops', '(Weight]', '0.92 kg', '100', 'OAETbIXMyK', '43', 'N8MMPE', 'cm', 'CEPrEN', 'KAnKOB', 'yHACOAVK', 'KEBUH', 'IENCH', '33cm', '10cm']",item_weight,0.92 kilogram
2354,"['SCHWABE', 'EchinaCold', 'Echinacea', 'EchinaCold', 'COLD &FLURELIEF', 'Echinacea', 'EFFERVESCENTTABLETS', 'COLD &FLU RELIEF', 'Dried juice of', 'Echinacea purpurea herb', 'EFFERVESCENT TABLETS', 'Dried juice of', 'Echinacea purpurea herb', 'A traditional herbal medicina', 'A traditional herbal medicinal', 'product used for the relief of', 'product usedfor thee', 'symptoms of the commool', 'symptoms of the common cold', 'and influenza type infections', 'and influenza type infections', 'based on traditional use ony', 'based on traditional use only', 'Traditionally used for', 'Traditionally used for', 'Colds Flu', 'Dosage:', 'Colds', 'Flu', 'over 12 years', 'should be taken daily,', 'Start at first signs of', 'common cold', 'tells you to.', 'One effervescent tablet', 'contains:', 'THR', 'Certification Mark', '(L Moench herb)', '20 effervescent tablets']",item_weight,"[3520.0, 4928.0] milligram"
2355,"['EchinaCold', 'Echinacea', 'COLD &FLU RELIEF', 'EFFERVESCENT TABLETS', 'Dried juice of', 'Echinoceo purpurea herb', 'A craditional herbal medicinal', 'product used for the relefof', 'symptoms of the common.cold', 'and influenza type infections', 'based on traditional use only', 'Traditionally used for', 'Colds', 'Cold', 'YOE', 'Ingredients', '176 mg of dried pressed juice from fresh flowering Echinacea purpureaL.) Moench herb', 'SCHWABE', '(20-28:1)equivalent to 3520-4928 mg of fresh flowering Echinacea purpurea)(L.)']",item_weight,"[3520.0, 4928.0] milligram"
2356,"['CHWAB', 'EchinaCold', 'EchinaCold', 'Echinacea', 'Echinacea', 'COLD&FLU RELIEF', 'COLD &FLU RELIEF', 'EFFERVESCENT TABLETS', 'EFFERVESCENT TABLETS', 'Ingredients:', 'Dried juice of', 'One effervescent tablet', 'Echinacea purpurea herb', 'contains 176 mg of dried', 'pressed juice from fresh', 'flowering Echinace', 'purpurea (L)Moench herb', 'A traditional herbal medicinal', '20-28:1(equivalent to', 'product used for the relief of', '3520-4928 mgf fresh', 'symptoms of the common cold', 'flowering Echnce purpureo', '(L.) Moench herb).', 'and influenza type infections', 'based on traditional use only', 'Contains sodium Seeleaflet', 'for further information.', 'Traditionally used for', 'Dosage:', 'For oral use.', 'Colds', 'Adults, elderly and chidren', 'over 12 years', 'One or two effervescent', 'tablets should be taken daily', 'dissolved inaglas of water.', 'Start at first signs of', 'common cold.', 'Warning', 'Do not use if you are', 'pregnant or breast-feeding', 'under 12 years', 'Do not take more than the', 'label tells you to.', 'THR', 'Certification Mark', '20 effervescent tablets', '5060067790387']",item_weight,"[3520.0, 4928.0] milligram"
